Current_Station,Class,Quota,Seat_No.,Birth_Type,Booking_Status
Chennai,1A,HP,1,Upper,False
Chennai,1A,GN,2,Upper,True
Chennai,1A,DF,3,Upper,False
Chennai,1A,LD,4,Lower,False
Chennai,1A,YU,5,Upper,True
Chennai,1A,DF,6,Side,True
Chennai,1A,DF,7,Side,True
Chennai,1A,LD,8,Lower,True
Chennai,1A,DF,9,Upper,True
Chennai,1A,HP,10,Upper,False
Chennai,1A,TQ,11,Lower,True
Chennai,1A,LD,12,Upper,True
Chennai,1A,TQ,13,Lower,True
Chennai,1A,GN,14,Upper,True
Chennai,1A,LD,15,Side,True
Chennai,1A,LD,16,Lower,False
Chennai,1A,GN,17,Lower,True
Chennai,1A,LD,18,Upper,False
Chennai,1A,PH,19,Lower,True
Chennai,1A,YU,20,Upper,True
Chennai,1A,LD,21,Upper,True
Chennai,1A,HP,22,Lower,False
Chennai,1A,GN,23,Side,False
Chennai,1A,DF,24,Side,False
Chennai,2A,TQ,1,Lower,True
Chennai,2A,LD,2,Upper,True
Chennai,2A,HP,3,Upper,True
Chennai,2A,DF,4,Lower,False
Chennai,2A,TQ,5,Side,True
Chennai,2A,LD,6,Side,False
Chennai,2A,LD,7,Upper,True
Chennai,2A,DF,8,Lower,False
Chennai,2A,HP,9,Side,True
Chennai,2A,TQ,10,Lower,True
Chennai,2A,HP,11,Lower,True
Chennai,2A,DF,12,Side,True
Chennai,2A,DF,13,Lower,True
Chennai,2A,TQ,14,Upper,False
Chennai,2A,PH,15,Lower,False
Chennai,2A,PH,16,Side,True
Chennai,2A,GN,17,Side,False
Chennai,2A,LD,18,Upper,True
Chennai,2A,DF,19,Side,False
Chennai,2A,PH,20,Lower,True
Chennai,2A,HP,21,Side,True
Chennai,2A,DF,22,Upper,True
Chennai,2A,DF,23,Side,True
Chennai,2A,HP,24,Side,False
Chennai,3A,TQ,1,Upper,True
Chennai,3A,LD,2,Side,False
Chennai,3A,DF,3,Upper,False
Chennai,3A,YU,4,Side,False
Chennai,3A,YU,5,Lower,True
Chennai,3A,LD,6,Lower,True
Chennai,3A,LD,7,Upper,False
Chennai,3A,GN,8,Upper,False
Chennai,3A,HP,9,Upper,False
Chennai,3A,LD,10,Side,False
Chennai,3A,PH,11,Upper,False
Chennai,3A,PH,12,Upper,False
Chennai,3A,HP,13,Side,True
Chennai,3A,GN,14,Lower,False
Chennai,3A,YU,15,Lower,False
Chennai,3A,LD,16,Lower,True
Chennai,3A,TQ,17,Lower,False
Chennai,3A,GN,18,Side,False
Chennai,3A,HP,19,Lower,True
Chennai,3A,DF,20,Side,False
Chennai,3A,GN,21,Side,False
Chennai,3A,HP,22,Side,True
Chennai,3A,DF,23,Lower,False
Chennai,3A,TQ,24,Upper,True
Chennai,SL,LD,1,Lower,True
Chennai,SL,LD,2,Side,True
Chennai,SL,HP,3,Upper,True
Chennai,SL,TQ,4,Lower,True
Chennai,SL,PH,5,Upper,False
Chennai,SL,GN,6,Upper,True
Chennai,SL,LD,7,Lower,False
Chennai,SL,PH,8,Lower,True
Chennai,SL,PH,9,Side,True
Chennai,SL,HP,10,Upper,False
Chennai,SL,TQ,11,Lower,True
Chennai,SL,LD,12,Lower,True
Chennai,SL,DF,13,Lower,True
Chennai,SL,PH,14,Upper,True
Chennai,SL,GN,15,Upper,True
Chennai,SL,PH,16,Lower,False
Chennai,SL,PH,17,Side,True
Chennai,SL,TQ,18,Lower,False
Chennai,SL,HP,19,Side,False
Chennai,SL,DF,20,Lower,True
Chennai,SL,GN,21,Side,True
Chennai,SL,TQ,22,Upper,False
Chennai,SL,HP,23,Side,False
Chennai,SL,HP,24,Upper,False
Vijayawada,1A,HP,1,Upper,False
Vijayawada,1A,GN,2,Upper,True
Vijayawada,1A,DF,3,Upper,False
Vijayawada,1A,LD,4,Lower,False
Vijayawada,1A,YU,5,Upper,True
Vijayawada,1A,DF,6,Side,True
Vijayawada,1A,DF,7,Side,True
Vijayawada,1A,LD,8,Lower,True
Vijayawada,1A,DF,9,Upper,True
Vijayawada,1A,HP,10,Upper,False
Vijayawada,1A,TQ,11,Lower,True
Vijayawada,1A,LD,12,Upper,True
Vijayawada,1A,TQ,13,Lower,True
Vijayawada,1A,GN,14,Upper,True
Vijayawada,1A,LD,15,Side,True
Vijayawada,1A,LD,16,Lower,False
Vijayawada,1A,GN,17,Lower,True
Vijayawada,1A,LD,18,Upper,False
Vijayawada,1A,PH,19,Lower,True
Vijayawada,1A,YU,20,Upper,True
Vijayawada,1A,LD,21,Upper,True
Vijayawada,1A,HP,22,Lower,False
Vijayawada,1A,GN,23,Side,False
Vijayawada,1A,DF,24,Side,False
Vijayawada,2A,TQ,1,Lower,True
Vijayawada,2A,LD,2,Upper,True
Vijayawada,2A,HP,3,Upper,True
Vijayawada,2A,DF,4,Lower,False
Vijayawada,2A,TQ,5,Side,True
Vijayawada,2A,LD,6,Side,False
Vijayawada,2A,LD,7,Upper,True
Vijayawada,2A,DF,8,Lower,False
Vijayawada,2A,HP,9,Side,True
Vijayawada,2A,TQ,10,Lower,True
Vijayawada,2A,HP,11,Lower,True
Vijayawada,2A,DF,12,Side,True
Vijayawada,2A,DF,13,Lower,True
Vijayawada,2A,TQ,14,Upper,False
Vijayawada,2A,PH,15,Lower,False
Vijayawada,2A,PH,16,Side,True
Vijayawada,2A,GN,17,Side,False
Vijayawada,2A,LD,18,Upper,True
Vijayawada,2A,DF,19,Side,False
Vijayawada,2A,PH,20,Lower,True
Vijayawada,2A,HP,21,Side,True
Vijayawada,2A,DF,22,Upper,True
Vijayawada,2A,DF,23,Side,True
Vijayawada,2A,HP,24,Side,False
Vijayawada,3A,Upper,False
Vijayawada,3A,GN,8,Upper,False
Vijayawada,3A,HP,9,Upper,False
Vijayawada,3A,LD,10,Side,False
Vijayawada,3A,PH,11,Upper,False
Vijayawada,3A,PH,12,Upper,False
Vijayawada,3A,HP,13,Side,True
Vijayawada,3A,GN,14,Lower,False
Vijayawada,3A,YU,15,Lower,False
Vijayawada,3A,LD,16,Lower,True
Vijayawada,3A,TQ,17,Lower,False
Vijayawada,3A,GN,18,Side,False
Vijayawada,3A,HP,19,Lower,True
Vijayawada,3A,DF,20,Side,False
Vijayawada,3A,GN,21,Side,False
Vijayawada,3A,HP,22,Side,True
Vijayawada,3A,DF,23,Lower,False
Vijayawada,3A,TQ,24,Upper,True
Vijayawada,SL,LD,1,Lower,True
Vijayawada,SL,LD,2,Side,True
Vijayawada,SL,HP,3,Upper,True
Vijayawada,SL,TQ,4,Lower,True
Vijayawada,SL,PH,5,Upper,False
Vijayawada,SL,GN,6,Upper,True
Vijayawada,SL,LD,7,Lower,False
Vijayawada,SL,PH,8,Lower,True
Vijayawada,SL,PH,9,Side,True
Vijayawada,SL,HP,10,Upper,False
Vijayawada,SL,TQ,11,Lower,True
Vijayawada,SL,LD,12,Lower,True
Vijayawada,SL,DF,13,Lower,True
Vijayawada,SL,PH,14,Upper,True
Vijayawada,SL,GN,15,Upper,True
Vijayawada,SL,PH,16,Lower,False
Vijayawada,SL,PH,17,Side,True
Vijayawada,SL,TQ,18,Lower,False
Vijayawada,SL,HP,19,Side,False
Vijayawada,SL,DF,20,Lower,True
Vijayawada,SL,GN,21,Side,True
Vijayawada,SL,TQ,22,Upper,False
Vijayawada,SL,HP,23,Side,False
Vijayawada,SL,HP,24,Upper,False
Bhubaneswar,1A,HP,1,Upper,False
Bhubaneswar,1A,GN,2,Upper,True
Bhubaneswar,1A,DF,3,Upper,False
Bhubaneswar,1A,LD,4,Lower,False
Bhubaneswar,1A,YU,5,Upper,True
Bhubaneswar,1A,DF,6,Side,True
